'history_id,customer_id,transaction_id,previous_balance,new_balance,transaction_date
47197fcd-f936-4716-9086-69b0709c19d3,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,389.57,83.99000000000001,2024-04-23 13:49:24
1a48b6a8-cd71-476d-b4cc-e7b7565f6915,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,861.9,1091.58,2023-11-29 01:27:06
6dc88b4f-f19e-4a9a-b855-caf30114c87e,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,567.87,971.01,2023-08-21 07:03:18
9d9fc4d2-1fba-4c2f-955c-904e2b88666c,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,246.45,-218.36,2024-07-03 19:13:36
7190140e-77bf-4da8-8024-0ed83fae97e3,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,129.07,108.44999999999999,2024-01-20 17:13:42
eedc69a8-316b-484c-b866-cfc5476a3994,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,682.78,211.5,2023-09-16 18:11:16
c6c6039f-9397-4401-8896-50d89bbe4625,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,869.57,726.8800000000001,2023-11-30 16:59:20
b5a31e48-d4e9-4e54-ac7e-e788f58f052c,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,548.6,80.13,2024-05-14 00:28:41
59259cad-3417-40a4-9f7e-f45542f1c165,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,923.68,653.3399999999999,2024-02-17 17:13:32
09906e14-0028-4184-97ab-611a27ca02b4,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,324.98,632.1700000000001,2024-03-28 02:30:12
