'history_id,customer_id,transaction_id,previous_balance,new_balance,transaction_date
4e9c7e15-cfc4-4362-86b9-ecc1854831f8,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,758.59,939.4100000000001,2024-06-01 02:47:24
3eaa566e-ca6c-40c7-957f-1a72558ee384,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,569.63,780.48,2024-07-12 11:59:53
6d4847f4-109e-44af-90c3-45cc6d3a0c3e,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,812.11,620.63,2023-08-09 03:52:35
cd8bfc65-2685-49f9-8e42-a5d4c949dd16,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,572.02,568.4399999999999,2024-01-25 10:08:50
5a9d6217-df79-4476-8d93-5b5992f2213d,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,893.56,927.03,2023-10-01 12:45:06
d26b7726-b4ad-4414-a10c-1128e108a39d,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,973.5,1360.48,2023-09-14 08:42:12
ca876613-9a5c-4e00-b15c-370ecff27533,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,793.7,1253.33,2024-01-28 03:27:08
46576095-da15-4118-93eb-4eaeac8a642d,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,881.23,660.87,2024-04-18 17:52:13
eb95d0a3-f579-464f-9ac8-4861fefa85d0,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,841.49,460.71000000000004,2024-07-07 07:58:33
c32d584c-c8fa-46b1-b5e5-96ed3e7588b8,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,822.49,1002.13,2023-11-16 10:10:54
945ca56f-e667-47d9-b88f-bdfd3bd10560,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,620.62,197.82,2024-05-04 05:29:33
8dba203b-1bd6-4ee8-809d-b251797fe465,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,506.5,948.73,2024-03-24 07:17:12
f1c7ca71-e76d-436e-abec-864a180b39c3,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,716.48,406.08000000000004,2024-04-19 19:48:13
edbe9e3e-b3ea-4cb3-afd2-f76b2eabd17e,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,251.65,405.72,2023-08-13 23:34:39
4fb4b1d5-23e6-495b-8151-be681553659b,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,503.42,946.46,2023-12-22 02:21:09
fc1e2e1d-59dc-430a-bf1c-195f163c9b19,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,406.42,538.64,2024-03-22 22:01:07
22089783-b223-4e22-8f1c-d4ff811aed85,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,709.48,630.63,2023-10-22 15:43:10
93421a68-7356-4337-9373-0698b5c38631,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,259.45,640.1800000000001,2024-02-23 08:49:23
d62d6765-776e-4742-ac05-0e504a10e914,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,464.01,282.01,2023-12-26 12:50:08
89670812-7452-40c4-885d-d96351a7c387,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,617.54,809.78,2024-04-21 22:00:15
1748b149-63b0-45d7-af5b-e9aa4ee1e011,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,960.2,769.3100000000001,2023-10-17 09:19:07
fe5689da-5772-4c16-aa4d-90d5a073b2b1,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,495.74,939.79,2023-11-21 03:31:38
189c9a0c-c464-4fbe-af8d-1ace36bb4541,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,306.13,692.9300000000001,2023-10-23 05:39:03
2fe7825e-9669-4968-a8a2-cdfd9f47d26e,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,598.95,144.15000000000003,2023-12-06 15:48:03
6bd243ad-5055-4316-beef-ede27eee7f55,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,482.28,865.16,2024-02-03 14:53:00
d192a851-fb56-46f7-a337-bb7868b88bf8,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,438.95,256.03,2024-01-19 21:37:06
7053c42e-b682-4d89-bf7a-e173cde8435e,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,832.62,771.76,2024-05-24 11:29:20
743c08d1-1435-4452-a172-b03ed717bd0c,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,557.37,961.5,2023-10-16 00:29:51
8f21570a-1dae-41a3-b468-a8dc04e92871,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,131.25,23.269999999999996,2023-12-01 16:35:07
286f0c2e-69c7-4ec7-b314-3098fa823051,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,273.94,438.53,2023-08-20 01:07:46
9b5c26aa-b0a3-4edf-84d4-c0fbaace4a14,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,795.17,651.24,2024-05-01 16:34:46
59601f8c-7968-458b-91a3-4ed266673b44,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,524.75,82.24000000000001,2024-06-22 16:51:46
ef62708f-40be-4772-afa1-0abe881d5713,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,434.06,146.95999999999998,2024-02-19 19:24:21
ed154ac6-884e-48c8-988f-583cbc3f1756,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,872.47,870.75,2023-11-02 14:19:08
ead2619f-b7d2-4d24-82e4-f8fdf114befb,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,819.91,325.15999999999997,2024-03-17 03:41:21
ebe95cc1-3951-48f6-b469-18499ddf0a89,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,718.06,1166.31,2023-12-27 21:38:06
658e2c76-44da-476a-9575-a57626973062,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,545.22,109.96000000000004,2023-12-05 02:54:25
96f65e07-5bce-4290-a05b-c9343fc76899,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,718.93,825.63,2024-05-11 15:39:15
93abffd1-55f0-465b-9cf7-bb0e5bf1c3c7,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,323.05,-66.44999999999999,2023-09-23 13:28:07
2d44fc5d-df39-4f10-afab-af7748873db8,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,824.95,824.59,2023-12-24 16:26:10
abb4fc9c-22cd-4226-ae63-2f5dfc2030a3,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,186.18,349.70000000000005,2024-07-07 06:45:35
bd8e956d-1c1f-4a18-b59a-b29e8133f8d3,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,812.36,824.37,2024-04-18 10:16:07
a8ad7e13-7279-4712-96d7-734034868d9a,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,262.11,533.6500000000001,2024-07-25 19:18:38
40573956-6c3a-43c2-a5f6-1db74bf901d8,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,363.66,113.30000000000001,2023-10-21 00:35:55
97cc232a-8043-48e4-af11-d55b6f1a18d4,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,680.44,335.75000000000006,2024-08-01 21:23:58
da6eddc5-2d68-44f5-9273-01296415ede7,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,770.4,874.42,2023-11-20 11:12:27
d63be1f1-058b-4d18-bbac-096ac4b5a91f,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,260.8,175.97000000000003,2024-03-06 08:37:19
beaaa291-1876-4ccd-a001-8b076bc0856e,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,709.02,563.56,2024-05-09 12:21:55
faee0e15-ae22-4f0f-9fbe-3285083a2e4b,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,760.89,769.71,2024-07-02 21:31:54
59abfe66-1e0d-4886-9745-c3188ce45488,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,161.98,-82.12,2024-08-05 03:22:53
32c03c44-0969-4f21-8637-47ffbfbf306c,4f357b6c-c620-4759-adef-58dd01c0476d,c5690d84-979a-4373-bce2-86a9e75fb463,870.61,1323.42,2023-08-29 16:12:17
